Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,SAMPLE_NAME,MSKC_00533,MSKC_00534,MSKC_00535,MSKC_00536,MSKC_00537,MSKC_00538,MSKC_00539,MSKC_00540,MSKC_00541,MSKC_00542,MSKC_00543,MSKC_00544,MSKC_00545,MSKC_00546,MSKC_00547
1279,"N-acetyl-glucosamine 1-phosphate",Carbohydrate,"Aminosugar Metabolism",15741,LC/MS Polar,1212,4052,300.049,31281-59-1,440364,389323,C04256,HMDB01367,0.2962,0.353,0.3993,0.3422,0.4347,1,1.0171,0.8433,1.04,0.962,1.3388,1.3818,1.4429,1.1717,1.1897
483,"N-acetyl-isoputreanine",Amino Acid,"Polyamine Metabolism",62309,LC/MS Pos Early,100020487,2305,203.139,,131802901,,,,1.2044,1.2003,1.3061,1.2692,1.2931,0.788,0.8567,0.788,1.0187,0.8804,0.9152,0.9813,0.8243,1.1479,0.8958
30,"N-acetylalanine",Amino Acid,"Alanine and Aspartate Metabolism",1585,LC/MS Polar,1110,1564.8,130.051,97-69-8,88064,79449,C02847,HMDB00766,1.025,0.9879,1,1.0206,1.0889,1.0011,1.1046,1.1066,1.2186,0.9687,0.8685,0.851,0.6646,0.8548,0.7363
442,"N-acetylarginine",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",33953,LC/MS Pos Early,100001266,2245,217.1295,155-84-0,67427,60752,C02562,HMDB04620,0.8356,0.7373,0.9038,0.9593,0.9213,1,0.8867,0.8181,1.1009,1.0734,1.6145,1.5266,1.2573,1.4557,1.3366
40,"N-acetylasparagine",Amino Acid,"Alanine and Aspartate Metabolism",33942,LC/MS Pos Early,100001257,785,175.0713,4033-40-3,99715,90090,,HMDB06028,0.8747,0.7617,0.8018,0.8842,0.9045,1.047,1.0166,1,0.9531,0.88,1.7447,1.7342,1.3361,1.5733,1.2652
36,"N-acetylaspartate (NAA)",Amino Acid,"Alanine and Aspartate Metabolism",22185,LC/MS Polar,100000787,3143,174.0408,997-55-7;997-55-7,65065,58576,C01042,HMDB00812,0.8709,0.8045,0.8604,0.8562,0.854,1.2869,1.3825,1.4462,1.5669,1.3524,1.0212,1,0.8186,1.0481,0.8455
404,"N-acetylcysteine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1586,LC/MS Neg,1107,1108,162.023,616-91-1,12035,11540,C06809,HMDB01890,0.7685,1,1.1906,1.1234,0.9856,1.4165,1.215,1.2656,1.832,1.4386,0.561,0.4729,0.4374,0.5709,0.3743
1278,"N-acetylglucosamine 6-phosphate",Carbohydrate,"Aminosugar Metabolism",15107,LC/MS Polar,1213,4114,300.049,102029-88-9,439219,8216065,C00357,HMDB02817,0.4199,0.3627,0.5138,0.3445,0.2986,1.0724,0.9333,1.2012,1,0.8047,5.0139,4.6402,3.311,3.1898,3.1172
1296,"N-acetylglucosaminylasparagine",Carbohydrate,"Aminosugar Metabolism",48149,LC/MS Pos Early,1215,1212,336.1402,2776-93-4,123826,21403014,C04540,HMDB00489,1.0038,0.9806,1.0187,0.9643,0.9715,0.9024,0.8923,0.9778,1,0.9789,1.2046,1.2818,1.026,1.2019,1.079
45,"N-acetylglutamate",Amino Acid,"Glutamate Metabolism",15720,LC/MS Pos Early,100000282,1050,190.071,03-Aug-5817,70914,1266066,C00624,HMDB01138,0.8949,0.8487,0.9206,0.9795,1.0145,1.1793,1.3131,1.4492,1.4621,1.2569,1,1.0147,0.8249,0.9336,0.7983
46,"N-acetylglutamine",Amino Acid,"Glutamate Metabolism",33943,LC/MS Pos Early,100001253,845,189.087,2490-97-3,182230,158492,C02716,HMDB06029,0.9249,0.8794,0.8785,0.9981,1.0656,1.6346,1.7618,1.9084,1.7749,1.6911,1,1.0189,0.7781,0.9727,0.7547
2,"N-acetylglycine",Amino Acid,"Glycine, Serine and Threonine Metabolism",27710,LC/MS Pos Early,100001006,826,118.0499,543-24-8,10972,10507,,HMDB00532,1.1462,0.8096,0.9411,1.0154,1.0824,1.2977,1,1.0899,1.307,1.0083,0.9464,0.9926,0.7867,0.7996,0.804
70,"N-acetylhistidine",Amino Acid,"Histidine Metabolism",33946,LC/MS Pos Early,100001293,2065,198.0873,39145-52-3,75619,68142,C02997,HMDB32055,0.9698,0.8877,1.0096,0.9151,1.0534,1.0943,0.9839,0.9871,1.1538,1.0217,1.1781,1.1252,0.8701,1,0.8807
296,"N-acetylleucine",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1587,LC/MS Neg,1082,2400,172.0979,1188-21-2,70912,64075,C02710,HMDB11756,0.7003,0.9812,1.3753,0.8665,1,1.3507,1.443,1.6824,1.6812,1.1775,0.7725,1.4283,0.7855,0.9672,0.8522
383,"N-acetylmethionine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1589,LC/MS Neg,1083,1787,190.0543,65-82-7,448580,395338,C02712,HMDB11745,0.9802,0.9571,1.097,1.0179,0.9871,1.1373,1.2139,1.3717,1.5114,1.2937,0.9388,0.8698,0.7597,1,0.7926
389,"N-acetylmethionine sulfoxide",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",45428,LC/MS Pos Early,100005463,880,208.0638,108646-71-5,193368,167798,,,1.0854,1,0.9998,1.0491,1.0889,0.8812,0.9094,1.0829,0.9122,0.7057,1.0073,1.1485,0.7119,1.0108,0.9228
1285,"N-acetylneuraminate",Carbohydrate,"Aminosugar Metabolism",32377,LC/MS Pos Early,1162,660,310.1133,131-48-6,439197,10292217,C00270,HMDB00230,1.4861,1.4759,1.5348,1.4914,1.606,0.9164,0.9864,1,0.9911,0.9886,0.9946,1.2482,0.893,1.1562,0.9814
133,"N-acetylphenylalanine",Amino Acid,"Phenylalanine Metabolism",33950,LC/MS Neg,100001256,2597,206.0823,2018-61-3,74839,67404,C03519,HMDB00512,0.8804,1,0.9851,0.9493,1.0101,1.2174,1.1944,1.087,1.4078,1.1996,1.0132,0.9547,0.7989,0.8552,0.6938
478,"N-acetylputrescine",Amino Acid,"Polyamine Metabolism",37496,LC/MS Pos Early,192,2230,131.1179,18233-70-0,122356,109095,C02714,HMDB02064,1,0.9767,1.0332,1.0312,0.9885,2.1298,2.2155,2.1485,2.379,2.2411,0.8133,0.8058,0.7682,0.8156,0.6048
10,"N-acetylserine",Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Pos Early,100001851,800,148.0604,97-14-3,65249,58744,,HMDB02931,1.0488,0.9733,1.043,1.1302,1.0901,0.9252,0.946,1.021,1.0082,0.9144,1,1.0479,0.7666,0.9664,0.8143
420,"N-acetyltaurine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.018,,159864,140553,,,0.7869,0.9457,1,0.9241,0.7723,1.1149,0.8626,0.8766,1.1365,0.9853,2.1937,2.1589,1.7215,2.468,1.8431
17,"N-acetylthreonine",Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.0615,17093-74-2,152204,3841173,,HMDB62557,1.127,1.0327,1.1351,1.0145,1.1335,0.8576,0.9272,0.9862,1.0441,0.9028,1.035,1,0.8185,0.9546,0.8205
366,"N-acetylvaline",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.0823,96-81-1,66789,60154,,HMDB11757,1.1027,1.2062,1.2763,1.2634,1.2645,0.8474,0.8629,1.0082,1.2804,0.8492,1,0.9292,0.886,0.9585,0.8487
1944,"N-arachidonoyltaurine",Lipid,"Endocannabinoid",54748,LC/MS Neg,100005817,5481,410.2371,119959-65-8,,24842023,,,1.4062,0.6395,0.49,0.5221,0.7038,0.9231,1.2797,1.0623,1.1358,1.3398,1.0864,1.3804,0.5472,0.8588,1
2752,"N-behenoyl-sphingadienine (d18:2/22:0)*",Lipid,"Ceramides",57372,LC/MS Pos Late,100015624,3911,620.5976,,,,,,1.6067,1.6944,1.6187,1.0472,1,1.0579,1.0012,0.9326,0.9602,1.0476,0.6431,0.8126,0.7845,0.7396,0.5319
449,"N-delta-acetylornithine",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",43249,LC/MS Neg,100004523,858,173.0932,,9920500,8096135,,,1,0.9933,1.1611,1.0794,0.9473,1.1505,1.0371,1.1901,1.4311,1.2888,0.9589,0.8796,0.7185,0.9587,0.7603
385,"N-formylmethionine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.0387,4289-98-9,439750,388809,C03145,HMDB01015,0.9933,0.9832,1.0745,1.0201,1.0217,1,1.1059,1.0901,1.2029,1.0103,0.8017,0.7377,0.612,0.8128,0.6094
1300,"N-glycolylneuraminate",Carbohydrate,"Aminosugar Metabolism",37123,LC/MS Pos Early,100001491,636,326.1082,1113-83-3,123802,3794850,C03410,HMDB00833,0.725,0.725,0.9083,1,1.344,0.725,0.725,0.725,0.725,0.725,1.2242,1.0165,0.952,0.725,0.725
1949,"N-linoleoyltaurine*",Lipid,"Endocannabinoid",61826,LC/MS Neg,100005814,5505,386.2371,,,,,,2.7189,1.1838,0.8723,0.5676,1.2195,0.8177,1.0659,1.0636,1.0072,1.1525,0.7534,1,0.3274,0.5231,0.7189
57,"N-methyl-GABA",Amino Acid,"Glutamate Metabolism",39577,LC/MS Pos Early,100003152,2109,118.0863,1119-48-8,70703,63869,C15987,,0.7159,0.6169,0.8385,0.9044,0.9005,0.6881,1,1.7205,1.0841,0.6615,1.6087,1.7659,1.1924,1.4544,1.446
459,"N-methylproline",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",37431,LC/MS Pos Early,100001956,1335,130.0863,475-11-6,557,541,,,0.9301,0.9136,1.073,0.8644,1.0463,0.8451,1,0.9613,1.0336,0.8156,1.2838,1.3068,1.0796,1.094,0.9333
462,"N-monomethylarginine",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",43586,LC/MS Pos Early,100004488,2845,189.1346,53308-83-1,132862,117259,C03884,HMDB29416,1.2518,0.9925,1.1154,1,1.034,0.8759,1.0931,1.0251,0.9998,1.1708,1.0777,0.907,0.8554,0.7249,0.7517
1945,"N-oleoyltaurine",Lipid,"Endocannabinoid",39732,LC/MS Neg,100003119,5610,388.2527,52514-04-2,6437033,4941625,,,2.2437,1.1537,0.7861,0.7015,1,1.1288,1.4384,1.5465,1.3209,1.6431,0.6438,0.9219,0.4046,0.5329,0.6532
2762,"N-palmitoyl-heptadecasphingosine (d17:1/16:0)*",Lipid,"Ceramides",57430,LC/MS Pos Late,100015731,2645,524.5037,,,,,,1.3641,1.5607,1.5283,0.9118,0.9195,1.0588,1.1342,1,1.1202,1.0799,0.6578,0.7319,0.6211,0.6506,0.482
2750,"N-palmitoyl-sphingadienine (d18:2/16:0)*",Lipid,"Ceramides",57416,LC/MS Pos Late,100015609,2490,536.5037,,,,,,1.4049,1.2885,1.3151,1.0041,1.121,1,1.113,0.9689,1.053,0.9848,0.5201,0.5778,0.5818,0.5,0.4741
2732,"N-palmitoyl-sphinganine (d18:0/16:0)",Lipid,"Dihydroceramides",52604,LC/MS Pos Late,100009028,3090,540.535,5966-29-0,5283572,4446685,,HMDB11760,1.0406,1,1.1884,0.5788,0.483,1.3589,1.3759,1.1225,1.2678,1.3827,0.5526,0.6174,0.6223,0.5672,0.4723
2740,"N-palmitoyl-sphingosine (d18:1/16:0)",Lipid,"Ceramides",44877,LC/MS Pos Late,1518,2893,538.5194,24696-26-2,5283564,4446677,,HMDB04949,1.3002,1.3362,1.5994,0.8776,0.8426,1.0041,1,1.0097,1.0566,1.0567,0.5738,0.6495,0.6286,0.5763,0.4692
1969,"N-palmitoylserine",Lipid,"Endocannabinoid",57659,LC/MS Neg,100015640,5557,342.265,58725-46-5;474943-14-1,6453686,4956046,,,3.7284,1.9893,1.1867,0.944,2.4329,0.8533,0.4601,0.4601,0.4601,0.4601,0.4601,1,0.4601,0.4601,0.62
1947,"N-palmitoyltaurine",Lipid,"Endocannabinoid",39835,LC/MS Neg,100003239,5560,362.2371,83982-06-3,,14435932,,,2.0715,1.063,0.8657,0.638,1.0151,1,1.3769,1.4566,1.2241,1.4847,0.468,0.656,0.2914,0.3417,0.4903
2733,"N-stearoyl-sphinganine (d18:0/18:0)*",Lipid,"Dihydroceramides",1759,LC/MS Pos Late,922,3526,568.5663,2304-80-5,5283573,4446686,,,1,1.0466,1.1197,0.4028,0.4669,1.2484,1.3785,1.1277,1.4544,1.2862,0.5552,0.8068,0.7723,0.6559,0.4746
2744,"N-stearoyl-sphingosine (d18:1/18:0)*",Lipid,"Ceramides",54979,LC/MS Pos Late,1547,3392,566.5507,104404-17-3,5283565,4446678,,HMDB04950,1.2753,1.4514,1.5313,0.7952,0.7728,1.1435,1.0028,1,1.1204,1.1119,0.5511,0.6722,0.6864,0.6112,0.4632
1946,"N-stearoyltaurine",Lipid,"Endocannabinoid",39730,LC/MS Neg,100003240,5782,390.2683,63155-80-6,168274,147194,,,1.8517,1.0476,0.6949,0.6036,1,1.1317,1.3018,1.5714,1.277,1.3968,0.514,0.7825,0.3168,0.4443,0.567
3832,"N1-methyladenosine",Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.1197,15763-06-1,27476,4573813,C02494,HMDB03331,2.7483,2.2007,2.4493,2.1095,2.5449,0.8451,0.4881,0.7895,1,0.578,1.2764,1.2025,0.8725,0.764,0.8996
3807,"N1-methylinosine",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,LC/MS Pos Early,100001409,1430,283.1037,20245-33-4,65095,513976,,HMDB02721,0.8465,0.9258,1.0915,1,1.0614,0.8465,0.8465,0.8465,0.8465,0.8465,0.8465,0.8465,0.8465,0.8465,0.8465
3871,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.1302,2140-67-2,92919,83878,,HMDB04824,1.4011,0.9329,0.7531,0.7531,1.226,0.7531,1.2479,0.7531,0.7531,0.7531,1.0278,1.0984,0.866,0.7993,0.9722
109,"N6,N6,N6-trimethyllysine",Amino Acid,"Lysine Metabolism",1498,LC/MS Pos Early,189,2825,189.1598,23284-33-5,440120,140379,C03793,HMDB01325,0.6717,0.7166,0.8157,0.7877,0.7092,0.9786,1.0259,1.0915,1.2474,1.1043,1.1424,1.2593,0.9078,1.2122,1
100,"N6-acetyllysine",Amino Acid,"Lysine Metabolism",36752,LC/MS Polar,100001734,2612.6,187.1088,692-04-6,92832,83801,C02727,HMDB00206,0.753,0.6733,0.765,0.6574,0.7358,1.1347,1.2474,1.3423,0.9638,1.2419,1.0482,0.9416,0.6574,1.0362,1.0775
3843,"N6-carbamoylthreonyladenosine",Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.127,24719-82-2,161466,141829,,HMDB41623,1.1097,0.7825,1.16,1.1065,1.1478,0.7724,0.8568,0.9573,1,0.7631,1.2973,1.2299,0.7672,0.9005,1.1171
1301,"N6-carboxymethyllysine",Carbohydrate,"Advanced Glycation End-product",36713,LC/MS Pos Early,100001768,2500,205.1183,03-Apr-5746,123800,11217184,,,0.9889,1.0047,1,1.0162,0.8806,0.57,0.721,0.5715,0.8736,0.5852,1.2611,1.4047,1.1235,1.245,1.4332
107,"N6-methyllysine",Amino Acid,"Lysine Metabolism",62860,LC/MS Pos Early,100003415,2831,161.1285,1188-07-4,164795,144469,C02728,HMDB02038,0.8381,0.8744,0.9675,0.8956,0.8294,1.0299,0.9499,1.1626,1.1493,0.9545,1.2571,1.3406,1.1511,1.2607,1
3853,"N6-succinyladenosine",Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Neg,100001664,940,382.1004,4542-23-8,165243,,,HMDB00912,0.6311,0.8645,0.6311,1.0472,1.1205,0.6311,0.7103,1.1383,0.6311,0.6311,0.6311,0.6311,0.6311,1.4775,0.9528
3976,"nicotinamide",Cofactors and Vitamins,"Nicotinate and Nicotinamide Metabolism",594,LC/MS Pos Early,432,1942,123.0553,98-92-0,936,911,C00153,HMDB01406,1.1182,1.0409,0.9939,1.3148,1.0823,0.9518,0.76,1,1.0921,0.7155,0.941,1.005,0.7379,1.4371,0.9064
3980,"nicotinamide adenine dinucleotide (NAD+)",Cofactors and Vitamins,"Nicotinate and Nicotinamide Metabolism",5278,LC/MS Neg,1310,1434,662.1018,53-84-9,5893,5681,C00003,HMDB00902,0.967,0.9712,1.18,0.9494,1,0.8994,1.0107,1.0715,1.0374,1.0463,1.0355,1.0006,0.8671,0.973,0.8455
3981,"nicotinamide adenine dinucleotide reduced (NADH)",Cofactors and Vitamins,"Nicotinate and Nicotinamide Metabolism",31475,LC/MS Neg,428,1540,664.1175,58-68-4;606-68-8,439153,388299,C00004,HMDB01487,1.01,1.3141,1.0163,1.3188,0.9451,0.6118,0.4874,0.6442,0.6254,0.4016,1.188,1.2077,1,1.4943,0.9688
3978,"nicotinamide ribonucleotide (NMN)",Cofactors and Vitamins,"Nicotinate and Nicotinamide Metabolism",22152,LC/MS Pos Early,1312,766,335.0639,1094-61-7,14180,13553,C00455,HMDB00229,1.3486,1.367,1.3635,0.8378,0.9333,1.0679,0.9782,1.1581,1.3802,1,0.7574,1.1797,0.8097,0.7724,0.6297
3979,"nicotinamide riboside",Cofactors and Vitamins,"Nicotinate and Nicotinamide Metabolism",33013,LC/MS Pos Early,100001310,2040,255.0976,1341-23-7,439924,,C03150,HMDB00855,1.2944,1.2294,1.3716,1.4103,1.4826,0.9576,0.87,0.8154,1.029,0.7974,0.9476,1,0.8505,1.2575,0.7842
1415,"nisinate (24:6n3)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",57810,LC/MS Neg,100015785,5657,355.2643,68378-49-4,11792612,9967286,,HMDB02007,2.0897,0.7574,0.6346,0.6579,0.9392,1.0077,1.1362,1.5908,1.2168,1.072,0.9672,1.3462,0.4521,0.6616,1
1369,"nonadecanoate (19:0)",Lipid,"Long Chain Saturated Fatty Acid",1356,LC/MS Neg,892,6068,297.2799,646-30-0,12591,12071,C16535,HMDB00772,1.7373,0.9874,0.7406,0.7553,1,0.9676,0.8968,1.2398,1.0503,1.0458,1.1236,1.6354,0.7259,0.9272,1.2082
204,"O-methyltyrosine",Amino Acid,"Tyrosine Metabolism",37451,LC/MS Pos Early,100002078,2790,196.0968,1080-06-4,76957,69406,,,0.6976,1,1.0998,1.1255,0.8659,1.1697,0.8886,0.9993,1.4183,1.1654,0.9143,1.0765,0.855,1.1948,0.7447
5396,"O-sulfo-L-tyrosine",Xenobiotics,"Chemical",45413,LC/MS Neg,100005384,990,260.0234,,514186,448617,,,1.1019,0.9281,1.1029,0.9362,1.0071,0.8451,0.9336,1.0537,1.0661,0.9345,1.0915,1.0234,0.8528,1,0.8558
203,"o-Tyrosine",Amino Acid,"Tyrosine Metabolism",43392,LC/MS Pos Early,100004290,2772,182.0812,2370-61-8,91482,82607,,HMDB06050,0.9962,0.7293,1.2819,1.1639,1.3147,0.9127,0.7759,0.9289,1.4453,0.9742,1.0038,1.134,0.7293,1.0534,0.7802
1384,"oleate/vaccenate (18:1)",Lipid,"Long Chain Monounsaturated Fatty Acid",52285,LC/MS Neg,100008930,5655,281.2486,,445639;5282761;5281127,,,,1.0956,0.4991,0.4091,0.4557,0.6669,1,1.0018,1.4044,1.066,0.9401,1.1604,1.695,0.6093,0.8961,1.2539
1346,"oleoyl CoA",Lipid,"Fatty Acid Metabolism",57751,LC/MS Polar,443,2569,514.673,1716-06-9,,21403005,C00510,HMDB01322,1.0601,0.9345,0.995,1,0.9559,0.822,1.074,1.3557,0.8869,1.0237,1.045,1.0978,0.9631,1.2118,0.9173
1932,"oleoyl ethanolamide",Lipid,"Endocannabinoid",38102,LC/MS Pos Late,1137,1661,326.3054,11-58-0;111-58-0,5283454,4446574,,HMDB02088,0.7625,0.7986,0.6347,0.7064,0.6347,0.995,0.994,1.005,1.1197,0.89,1.2594,1.291,1.094,1.227,1.0471
2669,"oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*",Lipid,"Diacylglycerol",54961,LC/MS Pos Late,100010937,2990,660.5562,,,,,HMDB07228,0.9112,0.5862,0.747,0.5884,0.6623,1.1308,1.1917,1.1286,1.1522,0.9447,1.2718,1.1759,1.0773,0.9241,1
2656,"oleoyl-linoleoyl-glycerol (18:1/18:2) [2]",Lipid,"Diacylglycerol",46799,LC/MS Pos Late,100002990,3223,636.5562,104346-53-4,,29788004,,HMDB07219,0.4087,0.3941,0.3202,0.508,0.3469,1,1.0428,0.9414,1.0763,0.799,1.8655,1.81,1.6151,1.6257,1.5333
1691,"oleoylcarnitine (C18:1)",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.3578,38677-66-6,6441392,21403150,,HMDB05065,0.833,0.9209,0.8485,1.0004,0.9602,1.203,1.4748,1.3282,1.0743,1.2692,1.0877,1,0.8455,0.6009,0.7322
519,"ophthalmate",Amino Acid,"Glutathione Metabolism",34592,LC/MS Pos Early,100001311,2085,290.1347,495-27-2,7018721,7993181,,HMDB05765,0.816,0.7559,0.8818,0.7092,0.6034,0.8442,1.0317,0.963,1.0357,1.0079,1.618,1.934,1,1.7974,1.417
430,"ornithine",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",1493,LC/MS Pos Early,444,2800,133.0972,3184-13-2,6262,6026,C00077,HMDB03374,0.6009,0.535,0.6148,0.6123,0.6097,1.1053,1.2133,1.2328,1.3807,1.1966,1.0566,1.0515,0.8747,1,0.7784
3885,"orotate",Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,50887-69-9,967,942,C00295,HMDB00226,2.8688,2.5248,2.7602,2.8398,3.0514,0.9832,1,1.0001,1.175,0.9244,0.7882,0.7495,0.6794,0.8666,0.7273
3887,"orotidine",Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.0521,314-50-1,92751,83729,,HMDB00788,1.1186,1,0.9256,0.9952,1.0702,1.0971,1.1647,1.1474,1.1782,1.0594,0.7226,0.7133,0.6266,0.7698,0.5983
4199,"p-cresol sulfate",Xenobiotics,"Benzoate Metabolism",36103,LC/MS Neg,100001315,2890,187.007,3233-57-7,4615423,3806480,,HMDB11635,1.0563,1,1.2324,1.0087,1.0888,0.7405,0.8793,0.9031,0.981,0.8484,1.1665,1.1136,0.9387,1.149,0.8904
1366,"palmitate (16:0)",Lipid,"Long Chain Saturated Fatty Acid",1336,LC/MS Neg,424,5618,255.2329,57-10-3,985,960,C00249,HMDB00220,1.5881,0.7676,0.6259,0.7229,0.987,1.006,1,1.4047,1.0221,1.0066,0.929,1.2904,0.516,0.7369,1.0066
1380,"palmitoleate (16:1n7)",Lipid,"Long Chain Monounsaturated Fatty Acid",33447,LC/MS Neg,452,5475,253.2173,373-49-9,445638,393216,C08362,HMDB03229,0.6306,0.3656,0.316,0.3744,0.4042,1.1303,1,1.4193,1.1627,0.9269,1.1804,1.4987,0.7466,1.062,1.1139
1690,"palmitoleoylcarnitine (C16:1)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.3265,,71464547,28639183,,,0.7591,0.7841,0.8147,0.811,0.8835,1.3859,1.4235,1.236,1.1292,1.2215,1.0935,1.0899,1,0.7861,0.8184
2817,"palmitoyl dihydrosphingomyelin (d18:0/16:0)*",Lipid,"Dihydrosphingomyelins",52434,LC/MS Pos Late,100008954,2290,705.5905,,9939965,8115586,,,0.4303,0.5076,0.5466,0.4016,0.3789,1.1655,1.0099,1.0636,1.2886,1.1624,1.0624,0.8816,1.0191,1,0.7878
1935,"palmitoyl ethanolamide",Lipid,"Endocannabinoid",38165,LC/MS Pos Late,1489,1643,300.2897,544-31-0,4671,4509,C16512,HMDB02100,1.0241,1,1.0884,0.9582,1.0372,0.9592,0.9496,0.966,1.1047,0.9361,1.0017,1.0325,0.8868,1.023,0.9158
2821,"palmitoyl sphingomyelin (d18:1/16:0)",Lipid,"Sphingomyelins",37506,LC/MS Pos Late,100002107,2168,703.5748,6254-89-3,9939941,8115562,,,1.0675,1.0601,1.1664,1.0705,0.9592,0.8844,0.8973,0.8906,0.9529,0.904,1.143,1.0446,1,1.062,0.9057
2644,"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*",Lipid,"Diacylglycerol",54958,LC/MS Pos Late,100010925,3015,634.5405,,,,,HMDB07112,0.7444,0.4866,0.7213,0.6777,0.7356,1.062,1.0749,0.9497,1.0447,0.8642,1.1563,1.2425,1.3709,1.1608,1
2642,"palmitoyl-dihomo-linolenoyl-glycerol (16:0/20:3n3 or 6) [2]*",Lipid,"Diacylglycerol",54941,LC/MS Pos Late,100010915,3265,636.5562,,,,,,0.9699,0.8607,0.8786,0.8653,0.6885,1.4984,1.3257,1.4838,1.8483,1.1242,1.0198,1.0836,0.8934,0.8269,1
2637,"palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*",Lipid,"Diacylglycerol",52634,LC/MS Pos Late,100009055,3197,610.5405,,,,,HMDB07103,0.3063,0.3457,0.3106,0.3385,0.4909,0.9459,1,1.1285,1.1049,0.7742,1.3227,1.5721,1.4917,1.3965,1.4595
1672,"palmitoylcarnitine (C16)",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.3421,6865-14-1,461,448,C02990,HMDB00222,0.9752,1,1.0156,1.0862,0.8844,1.0352,1.1738,1.0897,1.0218,1.0461,0.9402,0.8004,0.7802,0.7916,0.6822
4007,"pantetheine",Cofactors and Vitamins,"Pantothenate and CoA Metabolism",57555,LC/MS Neg,100001495,2765,277.1227,496-65-1,439322,388453,C00831,,1.1855,1.0434,1.4188,0.9637,1.0543,0.9501,1.0632,1.1798,1.4194,1,0.9968,0.7762,0.8234,0.8671,0.6888
4005,"pantothenate",Cofactors and Vitamins,"Pantothenate and CoA Metabolism",1508,LC/MS Pos Early,1024,1667,220.118,137-08-6,6613,6361,C00864,HMDB00210,1,0.8764,0.9658,1.0269,1.1151,1.4717,1.6536,1.6386,1.6292,1.5301,0.7117,0.735,0.6065,0.6781,0.5794
4953,"penicillin G",Xenobiotics,"Drug - Antibiotic",37468,LC/MS Neg,100002155,3855,333.0915,69-57-8,5904,2259,C05551,HMDB15186,1.0032,0.942,1.2117,1,0.9811,0.6239,0.667,0.7748,0.7827,0.6024,1.2853,1.2845,1.0797,1.3334,1.0043
1365,"pentadecanoate (15:0)",Lipid,"Long Chain Saturated Fatty Acid",1361,LC/MS Neg,980,5521,241.2173,1002-84-2;10002-84-2,13849,13249,C16537,HMDB00826,1.5331,0.8135,0.6229,0.7659,1,0.9564,1.0287,1.4012,1.0935,1.0642,0.9509,1.4466,0.5737,0.8329,1.0766
5490,"phenol red",Xenobiotics,"Chemical",36817,LC/MS Neg,100001724,3665.9,353.0489,143-74-8,4766,4602,C12600,,1.0604,1.0066,1.1692,0.9864,0.9959,0.7818,0.8487,0.9395,1,0.9009,1.2351,1.2376,1.0241,1.4001,0.9949
177,"phenol sulfate",Amino Acid,"Tyrosine Metabolism",32553,LC/MS Neg,100001510,2156,172.9914,937-34-8,74426,67018,C02180,HMDB60015,1.0027,0.9834,1.4106,0.9479,1,0.8506,0.9158,0.9779,1.0003,1.1085,1.1852,1.1539,0.9684,1.3955,0.8794
